0.000000	 0.000000	 0.000000	  
-0.000000	 0.000000	 0.000000	  
0.000000	 -0.000000	 0.000000	  
0.000000	 0.500000	 0.250000	  
0.000000	 0.500000	 0.250000	  
0.000000	 1.000000	 1.000000	  
-0.000000	 1.000000	 1.000000	  
-0.000000	 1.000000	 1.000000	  
-0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000000	  
0.000000	 1.000000	 1.000001	  
0.000000	 0.999999	 0.999999	  
0.000000	 1.000001	 1.000003	  
0.000000	 1.000006	 1.000013	  
0.000000	 1.000007	 1.000013	  
