 -1.000000 0.795907
 -0.998047 -0.134631
 -0.996094 0.742497
 -0.994141 0.145023
 -0.992188 0.901422
 -0.990234 0.340069
 -0.988281 0.837545
 -0.986328 -0.078085
 -0.984375 -0.498850
 -0.982422 -0.774296
 -0.980469 0.608848
 -0.978516 -0.718181
 -0.976562 -0.098551
 -0.974609 -0.404720
 -0.972656 0.622842
 -0.970703 0.257415
 -0.968750 0.396554
 -0.966797 -0.734536
 -0.964844 0.715503
 -0.962891 0.358127
 -0.960938 -0.886212
 -0.958984 0.677685
 -0.957031 0.668227
 -0.955078 -0.708591
 -0.953125 0.818838
 -0.951172 0.299717
 -0.949219 -0.379784
 -0.947266 0.229934
 -0.945312 -0.329967
 -0.943359 0.349997
 -0.941406 0.289996
 -0.939453 -0.979888
 -0.937500 -0.779758
 -0.935547 -0.419748
 -0.933594 -0.309694
 -0.931641 0.669017
 -0.929688 0.928099
 -0.927734 -0.438805
 -0.925781 -0.886900
 -0.923828 -0.577480
 -0.921875 -0.706236
 -0.919922 0.725362
 -0.917969 -0.784076
 -0.916016 0.188339
 -0.914062 0.831536
 -0.912109 0.365743
 -0.910156 0.967230
 -0.908203 0.236484
 -0.906250 0.147546
 -0.904297 0.687283
 -0.902344 -0.852542
 -0.900391 0.254264
 -0.898438 -0.087827
 -0.896484 0.778939
 -0.894531 0.543985
 -0.892578 -0.261640
 -0.890625 -0.367300
 -0.888672 0.674820
 -0.886719 0.922932
 -0.884766 -0.182144
 -0.882812 0.047791
 -0.880859 0.238228
 -0.878906 -0.151985
 -0.876953 0.255639
 -0.875000 0.339704
 -0.873047 0.047017
 -0.871094 -0.505968
 -0.869141 0.270721
 -0.867188 0.120897
 -0.865234 -0.398326
 -0.863281 0.221428
 -0.861328 -0.045940
 -0.859375 0.750225
 -0.857422 0.409916
 -0.855469 -0.779892
 -0.853516 0.604804
 -0.851562 -0.592975
 -0.849609 0.572234
 -0.847656 -0.507129
 -0.845703 0.442600
 -0.843750 -0.114480
 -0.841797 -0.805870
 -0.839844 -0.209086
 -0.837891 0.675758
 -0.835938 0.758066
 -0.833984 0.719408
 -0.832031 -0.825815
 -0.830078 -0.414634
 -0.828125 0.454112
 -0.826172 0.827267
 -0.824219 0.265670
 -0.822266 -0.329894
 -0.820312 -0.196602
 -0.818359 0.553203
 -0.816406 0.315049
 -0.814453 -0.705779
 -0.812500 -0.589152
 -0.810547 0.679575
 -0.808594 -0.047051
 -0.806641 0.303453
 -0.804688 0.733317
 -0.802734 0.535968
 -0.800781 -0.501171
 -0.798828 0.587308
 -0.796875 -0.246344
 -0.794922 -0.732564
 -0.792969 -0.022001
 -0.791016 0.014534
 -0.789062 0.122390
 -0.787109 -0.057050
 -0.785156 -0.339000
 -0.783203 0.391610
 -0.781250 0.006923
 -0.779297 -0.137042
 -0.777344 -0.094929
 -0.775391 -0.395804
 -0.773438 -0.232253
 -0.771484 -0.072187
 -0.769531 -0.363352
 -0.767578 -0.519519
 -0.765625 -0.380315
 -0.763672 0.181620
 -0.761719 -0.426856
 -0.759766 0.103858
 -0.757812 -0.018095
 -0.755859 0.422700
 -0.753906 -0.111621
 -0.751953 -0.144887
 -0.750000 0.051441
 -0.748047 0.152151
 -0.746094 0.372136
 -0.744141 -0.240803
 -0.742188 -0.016172
 -0.740234 0.281340
 -0.738281 0.449374
 -0.736328 0.334215
 -0.734375 0.030347
 -0.732422 -0.084546
 -0.730469 -0.395954
 -0.728516 -0.365021
 -0.726562 0.132077
 -0.724609 -0.134290
 -0.722656 0.145405
 -0.720703 -0.316426
 -0.718750 0.013107
 -0.716797 -0.346763
 -0.714844 -0.125777
 -0.712891 0.279052
