 -1.000000 0.830000
 -0.998047 -0.140000
 -0.996094 0.770000
 -0.994141 0.150000
 -0.992188 0.930000
 -0.990234 0.350000
 -0.988281 0.860000
 -0.986328 -0.080000
 -0.984375 -0.510000
 -0.982422 -0.790000
 -0.980469 0.620000
 -0.978516 -0.730000
 -0.976562 -0.100000
 -0.974609 -0.410000
 -0.972656 0.630000
 -0.970703 0.260000
 -0.968750 0.400000
 -0.966797 -0.740000
 -0.964844 0.720000
 -0.962891 0.360000
 -0.960938 -0.890000
 -0.958984 0.680000
 -0.957031 0.670000
 -0.955078 -0.710000
 -0.953125 0.820000
 -0.951172 0.300000
 -0.949219 -0.380000
 -0.947266 0.230000
 -0.945312 -0.330000
 -0.943359 0.350000
 -0.941406 0.290000
 -0.939453 -0.980000
 -0.937500 -0.780000
 -0.935547 -0.420000
 -0.933594 -0.310000
 -0.931641 0.670000
 -0.929688 0.930000
 -0.927734 -0.440000
 -0.925781 -0.890000
 -0.923828 -0.580000
 -0.921875 -0.710000
 -0.919922 0.730000
 -0.917969 -0.790000
 -0.916016 0.190000
 -0.914062 0.840000
 -0.912109 0.370000
 -0.910156 0.980000
 -0.908203 0.240000
 -0.906250 0.150000
 -0.904297 0.700000
 -0.902344 -0.870000
 -0.900391 0.260000
 -0.898438 -0.090000
 -0.896484 0.800000
 -0.894531 0.560000
 -0.892578 -0.270000
 -0.890625 -0.380000
 -0.888672 0.700000
 -0.886719 0.960000
 -0.884766 -0.190000
 -0.882812 0.050000
 -0.880859 0.250000
 -0.878906 -0.160000
 -0.876953 0.270000
 -0.875000 0.360000
 -0.873047 0.050000
 -0.871094 -0.540000
 -0.869141 0.290000
 -0.867188 0.130000
 -0.865234 -0.430000
 -0.863281 0.240000
 -0.861328 -0.050000
 -0.859375 0.820000
 -0.857422 0.450000
 -0.855469 -0.860000
 -0.853516 0.670000
 -0.851562 -0.660000
 -0.849609 0.640000
 -0.847656 -0.570000
 -0.845703 0.500000
 -0.843750 -0.130000
 -0.841797 -0.920000
 -0.839844 -0.240000
 -0.837891 0.780000
 -0.835938 0.880000
 -0.833984 0.840000
 -0.832031 -0.970000
 -0.830078 -0.490000
 -0.828125 0.540000
 -0.826172 0.990000
 -0.824219 0.320000
 -0.822266 -0.400000
 -0.820312 -0.240000
 -0.818359 0.680000
 -0.816406 0.390000
 -0.814453 -0.880000
 -0.812500 -0.740000
 -0.810547 0.860000
 -0.808594 -0.060000
 -0.806641 0.390000
 -0.804688 0.950000
 -0.802734 0.700000
 -0.800781 -0.660000
 -0.798828 0.780000
 -0.796875 -0.330000
 -0.794922 -0.990000
 -0.792969 -0.030000
 -0.791016 0.020000
 -0.789062 0.170000
 -0.787109 -0.080000
